source_type,source_path,filename,matched_roster_name,match_score,classification,notes
photo,content/Photos/Ernie_Kozacek.jpg,Ernie_Kozacek.jpg,Ernie Kozacek,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Ernie_Ortiz.jpg,Ernie_Ortiz.jpg,Ernie Ortiz,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Ervin_Douglas.jpg,Ervin_Douglas.jpg,Ervin Douglas,1.0,duplicate_candidate,Placeholder or generic silhouette; not a verified portrait.
photo,content/Photos/Ervin_Douglas_Missing.webp,Ervin_Douglas_Missing.webp,Ervin Douglas,1.0,duplicate_candidate,Placeholder or generic silhouette; not a verified portrait.
photo,content/Photos/Francis_Ford_Missing.webp,Francis_Ford_Missing.webp,Francis Ford,1.0,duplicate_candidate,Placeholder or generic silhouette; not a verified portrait.
photo,content/Photos/Frank_DeAngelis.jpg,Frank_DeAngelis.jpg,Frank DeAngelis,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Frank_Messenger.jpg,Frank_Messenger.jpg,Frank Messenger,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Frank_Prentup.jpg,Frank_Prentup.jpg,Frank Prentup,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Frank_Zele_Missing.webp,Frank_Zele_Missing.webp,Frank Zele,1.0,duplicate_candidate,Placeholder or generic silhouette; not a verified portrait.
photo,content/Photos/Fred_Zuercher.jpg,Fred_Zuercher.jpg,Fred Zuercher,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Fritz_Johnstone.jpg,Fritz_Johnstone.jpg,Fritz Johnstone,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Gary_Baker.jpg,Gary_Baker.jpg,Gary Baker,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Gene_Bunnelle.jpg,Gene_Bunnelle.jpg,Gene Bunnelle,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Gene_Rozelle.jpg,Gene_Rozelle.jpg,Gene Rozzelle,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/George_Demetriou.jpg,George_Demetriou.jpg,George Demetriou,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/George_Demetriou_Missing.webp,George_Demetriou_Missing.webp,George Demetriou,1.0,duplicate_candidate,Placeholder or generic silhouette; not a verified portrait.
photo,content/Photos/George_Theodore_Missing.webp,George_Theodore_Missing.webp,George Theodore,1.0,duplicate_candidate,Placeholder or generic silhouette; not a verified portrait.
photo,content/Photos/Gordon_Cooper.jpg,Gordon_Cooper.jpg,Gordon Cooper,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/H_R_Phillips.jpg,H_R_Phillips.jpg,H_R Phillips,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Harry_Wise.jpg,Harry_Wise.jpg,Harry Wise,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Howard_Dunbar_Missing.webp,Howard_Dunbar_Missing.webp,Howard Dunbar,1.0,duplicate_candidate,Placeholder or generic silhouette; not a verified portrait.
photo,content/Photos/Howard_Wentz.jpg,Howard_Wentz.jpg,Howard Wentz,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Irv_Brown.jpg,Irv_Brown.jpg,Irv Brown,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Irv_Moss.jpg,Irv_Moss.jpg,Irv Moss,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Jack_Smith.jpg,Jack_Smith.jpg,Jack Smith,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/James_Roorda.jpg,James_Roorda.jpg,James Roorda,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Jim_Darden.jpg,Jim_Darden.jpg,Jim Darden,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Jim_Dorsey.jpg,Jim_Dorsey.jpg,Jim Dorsey,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Jim_Jenkins.jpg,Jim_Jenkins.jpg,Jim Jenkins,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Jim_Paronto.jpg,Jim_Paronto.jpg,Jim Paronto,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Jim_Schaefer.jpg,Jim_Schaefer.jpg,Jim Schaefer,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Joe_Bellich.jpg,Joe_Bellich.jpg,Joe Bellich,1.0,duplicate_candidate,Placeholder or generic silhouette; not a verified portrait.
photo,content/Photos/Joe_Bellich_Missing.webp,Joe_Bellich_Missing.webp,Joe Bellich,1.0,duplicate_candidate,Placeholder or generic silhouette; not a verified portrait.
photo,content/Photos/Joe_Bonacquista.jpg,Joe_Bonacquista.jpg,Joe Bonacquista,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Joe_Brooks_Missing.webp,Joe_Brooks_Missing.webp,Joe Brooks,1.0,duplicate_candidate,Placeholder or generic silhouette; not a verified portrait.
photo,content/Photos/Joe_Maciel_Missing.webp,Joe_Maciel_Missing.webp,Joe Maciel,1.0,duplicate_candidate,Placeholder or generic silhouette; not a verified portrait.
photo,content/Photos/Joe_Rossi.jpg,Joe_Rossi.jpg,Joe Rossi,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Joey_Borjon.jpg,Joey_Borjon.jpg,Joey Borjon,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/John_DeSiato.jpg,John_DeSiato.jpg,John DeSiato,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/John_Walsh.jpg,John_Walsh.jpg,John Walsh,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/John_Wenglass_Missing.webp,John_Wenglass_Missing.webp,John Wenglass,1.0,duplicate_candidate,Placeholder or generic silhouette; not a verified portrait.
photo,content/Photos/Joseph_Massaro.jpg,Joseph_Massaro.jpg,Joseph Massaro,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Julius_Carabello.jpg,Julius_Carabello.jpg,Julius Carabello,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Keith_Bailey.jpg,Keith_Bailey.jpg,Keith Bailey,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Ken_Furman.jpg,Ken_Furman.jpg,Ken Furman,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Ken_Zetner_Missing.webp,Ken_Zetner_Missing.webp,Ken Zetner,1.0,duplicate_candidate,Placeholder or generic silhouette; not a verified portrait.
photo,content/Photos/Lee_Rosa.jpg,Lee_Rosa.jpg,Lee Rosa,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Leo_Bahl.jpg,Leo_Bahl.jpg,Leo Bahl,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Leonard_Varriano.jpg,Leonard_Varriano.jpg,Leonard Varriano,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Leroy_Garzonio_Missing.webp,Leroy_Garzonio_Missing.webp,Leroy Garzonio,1.0,duplicate_candidate,Placeholder or generic silhouette; not a verified portrait.
photo,content/Photos/Lou_Nedbalski.jpg,Lou_Nedbalski.jpg,Lou Nedbalski,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Lou_Nolin_Missing.webp,Lou_Nolin_Missing.webp,Lou Nolin,1.0,duplicate_candidate,Placeholder or generic silhouette; not a verified portrait.
photo,content/Photos/Lou_Spector_Missing.webp,Lou_Spector_Missing.webp,Lou Spector,1.0,duplicate_candidate,Placeholder or generic silhouette; not a verified portrait.
photo,content/Photos/Manual_Boody.jpg,Manual_Boody.jpg,Manual Boody,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Mark_Denzin.jpg,Mark_Denzin.jpg,Mark Denzin,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Mark_Junge_Missing.webp,Mark_Junge_Missing.webp,Mark Junge,1.0,duplicate_candidate,Placeholder or generic silhouette; not a verified portrait.
photo,content/Photos/Melvin_Martin.jpg,Melvin_Martin.jpg,Melvin Martin,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Mert_Letofsky.jpg,Mert_Letofsky.jpg,Mert Letofsky,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Mike_Brady.jpg,Mike_Brady.jpg,Mike Brady,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Mike_Doohan.jpg,Mike_Doohan.jpg,Mike Doohan,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Mike_Kronkright.jpg,Mike_Kronkright.jpg,Mike Kronkright,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Missing_Inductee.webp,Missing_Inductee.webp,,0.4138,unmatched_photo,No roster match; Missing_Inductee.webp is the shared placeholder control asset.
photo,content/Photos/Mitchell_Burns.jpg,Mitchell_Burns.jpg,Mitchell Burns,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Myran_Dunker.jpg,Myran_Dunker.jpg,Myran Dunker,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Neil_Devlin.jpg,Neil_Devlin.jpg,Neil Devlin,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Nick_Vitale_Missing.webp,Nick_Vitale_Missing.webp,Nick Vitale,1.0,duplicate_candidate,Placeholder or generic silhouette; not a verified portrait.
photo,content/Photos/Pat_Haggerty.jpg,Pat_Haggerty.jpg,Pat Haggerty,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Paul_Babkiewich.jpg,Paul_Babkiewich.jpg,Paul Babkiewich,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Pete_Butler.jpg,Pete_Butler.jpg,Pete Butler,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Pete_DAmato.jpg,Pete_DAmato.jpg,Pete DAmato,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Randy_Holmen.jpg,Randy_Holmen.jpg,Randy Holmen,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Ray_Belfiore.jpg,Ray_Belfiore.jpg,Ray Belfiore,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Ray_Garvey.jpg,Ray_Garvey.jpg,Terry Garvey,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Raymond_Powe.jpg,Raymond_Powe.jpg,Raymond Powe,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Rich_Czernicki.jpg,Rich_Czernicki.jpg,Rich Czernicki,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Richard_Chandler.jpg,Richard_Chandler.jpg,Richard Chandler,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Richard_Fanning.jpg,Richard_Fanning.jpg,Richard Fanning,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Richard_Hawkins.jpg,Richard_Hawkins.jpg,Richard Hawkins,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Richard_Mauro.jpg,Richard_Mauro.jpg,Richard Mauro,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Robert_Blaser.jpg,Robert_Blaser.jpg,Robert Blaser,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Robert_Campbell.jpg,Robert_Campbell.jpg,Robert Campbell,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Robert_Schnabel.jpg,Robert_Schnabel.jpg,Robert Schnabel,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Roger_Kinney.jpg,Roger_Kinney.jpg,Roger Kinney,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Ron_Piotraschke.jpg,Ron_Piotraschke.jpg,Ron Piotraschke,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Ron_Sisson.jpg,Ron_Sisson.jpg,Ron Sisson,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Ross_Barlow.jpg,Ross_Barlow.jpg,Ross Barlow,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Ross_MacAskill.jpg,Ross_MacAskill.jpg,Ross MacAskill,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Sal_Salazar_Missing.webp,Sal_Salazar_Missing.webp,Sal Salazar,1.0,duplicate_candidate,Placeholder or generic silhouette; not a verified portrait.
photo,content/Photos/Sam_Corsentino.jpg,Sam_Corsentino.jpg,Sam Corentino,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Sid_Peretti_Missing.webp,Sid_Peretti_Missing.webp,Sid Peretti,1.0,duplicate_candidate,Placeholder or generic silhouette; not a verified portrait.
photo,content/Photos/Steve_Heuer.jpg,Steve_Heuer.jpg,Steve Heuer,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Steve_Usecheck.jpg,Steve_Usecheck.jpg,Steve Usecheck,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Stormy_Stucker_Missing.webp,Stormy_Stucker_Missing.webp,Stormy Stucker,1.0,duplicate_candidate,Placeholder or generic silhouette; not a verified portrait.
photo,content/Photos/Terry_Angell.jpg,Terry_Angell.jpg,Terry Angell,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Terry_Reed.jpg,Terry_Reed.jpg,Terry Reed,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Terry_Schiessler.jpg,Terry_Schiessler.jpg,Terry Schiessler,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Thomas_Severtson.jpg,Thomas_Severtson.jpg,Thomas Severtson,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Tim_Kardatzke.jpg,Tim_Kardatzke.jpg,Tim Kardatzke,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Tom_Freed_Missing.webp,Tom_Freed_Missing.webp,Tom Freed,1.0,duplicate_candidate,Placeholder or generic silhouette; not a verified portrait.
photo,content/Photos/Tom_Robinson.jpg,Tom_Robinson.jpg,Tom Robinson,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Tom_Smith.jpg,Tom_Smith.jpg,Tom Smith,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Vic_Damon_Missing.webp,Vic_Damon_Missing.webp,Vic Damon,1.0,duplicate_candidate,Placeholder or generic silhouette; not a verified portrait.
photo,content/Photos/Virgil_Jester.jpg,Virgil_Jester.jpg,Virgil Jester,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Walt_Clay.jpg,Walt_Clay.jpg,Walt Clay,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Warren_Kettner.jpg,Warren_Kettner.jpg,Warren Kettner,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
photo,content/Photos/Wiley_Chance_Missing.webp,Wiley_Chance_Missing.webp,Wiley Chance,1.0,duplicate_candidate,Placeholder or generic silhouette; not a verified portrait.
photo,content/Photos/Willie_White.jpg,Willie_White.jpg,Willie White,1.0,exact_match,Person-specific source filename and unique image bytes support this match.
