stable_id,csv_display_name,csv_year_or_era,csv_image,csv_bio_url,repo_name,repo_year,repo_slug,wordpress_name,wordpress_year,wordpress_slug,live_name,live_visible,live_link_status,original_bio_file_match,original_bio_word_count,original_photo_file_match,original_photo_requires_visual_verification,canonical_bio_candidate,canonical_photo_candidate,biography_source_confidence,portrait_source_confidence,original_to_wordpress_text_similarity,prior_content_blocked,prior_media_blocked,remaining_biography_content_blocker,remaining_media_blocker,remaining_incomplete_biography,remaining_identity_content_blocker,remaining_blockers,recommended_migration_lane,reviewer_notes
jrhof-wp-3022,Gene Rozzelle,Pre 1990,Gene_Rozzelle.jpg,Gene_Rozzelle,Gene Rozelle,Pre 1990,Gene_Rozelle,Gene_Rozelle,,gene_rozelle,,False,no_link,content/Bios/Gene_Rozelle.docx,188,content/Photos/Gene_Rozelle.jpg,False,content/Bios/Gene_Rozelle.docx,content/Photos/Gene_Rozelle.jpg,high,high,1.0,False,False,False,False,False,False,display_name_review; live_archive_link,auto_prep_link_fix,"Control roster spells Rozzelle; repository, WordPress, biography filename, and photo filename use Rozelle. Also absent from live archive."
jrhof-wp-3064,George Demetriou,2026,George_Demetriou.jpg,https://jrhof.org/inductees/george_demetriou/,George Demetriou,2026,George_Demetriou,George Demetriou,2026,george_demetriou,George Demetriou,True,links_to_bio,content/Bios/George_Demetriou.docx,1136,content/Photos/George_Demetriou.jpg,False,content/Bios/George_Demetriou.docx,content/Photos/George_Demetriou.jpg,high,high,0.1702,False,False,False,False,False,False,,safe_candidate,Original source files map cleanly.
jrhof-wp-3143,George Theodore,Pre 1990,George_Theodore.jpg,https://jrhof.org/inductees/george_theodore/,George Theodore,Pre 1990,George_Theodore,George Theodore,,george_theodore,George Theodore,True,links_to_bio,,0,,,,,none,none,,True,True,True,True,True,False,biography/content; portrait/media,board_content_review,Review remaining source gaps and prior audit notes.
jrhof-wp-3160,Gordon Cooper,2002,Gordon_Cooper.jpg,https://jrhof.org/inductees/gordon_cooper/,Gordon Cooper,2002,Gordon_Cooper,Gordon Cooper,2002,gordon_cooper,Gordon Cooper,True,links_to_bio,content/Bios/Gordon_Cooper.docx,577,content/Photos/Gordon_Cooper.jpg,False,content/Bios/Gordon_Cooper.docx,content/Photos/Gordon_Cooper.jpg,high,high,0.6638,True,False,False,False,False,False,,source_resolved_candidate,Original source files map cleanly.
jrhof-wp-3054,H_R Phillips,Pre 1990,H_R_Phillips.jpg,https://jrhof.org/inductees/h_r_phillips/,H_R Phillips,Pre 1990,H_R_Phillips,H.R. Phillips,,h_r_phillips,H.R. Phillips,True,links_to_bio,content/Bios/H_R_Phillips.docx,321,content/Photos/H_R_Phillips.jpg,False,content/Bios/H_R_Phillips.docx,content/Photos/H_R_Phillips.jpg,high,high,0.2253,False,False,False,False,False,False,,safe_candidate,Original source files map cleanly.
jrhof-wp-3114,Harry Wise,1992,Harry_Wise.jpg,https://jrhof.org/inductees/harry_wise/,Harry Wise,1992,Harry_Wise,Harry Wise,1992,harry_wise,Harry Wise,True,links_to_bio,content/Bios/Harry_Wise.docx,543,content/Photos/Harry_Wise.jpg,False,content/Bios/Harry_Wise.docx,content/Photos/Harry_Wise.jpg,high,high,0.6729,True,False,False,False,False,False,,source_resolved_candidate,Original source files map cleanly.
jrhof-wp-2971,Howard Dunbar,1997,Howard_Dunbar.jpg,https://jrhof.org/inductees/howard_dunbar/,Howard Dunbar,1997,Howard_Dunbar,Howard Dunbar,1997,howard_dunbar,Howard Dunbar,True,links_to_bio,content/Bios/Howard_Dunbar.docx,422,,,content/Bios/Howard_Dunbar.docx,,high,none,0.6319,True,True,False,True,False,False,portrait/media,media_blocked,Review remaining source gaps and prior audit notes.
jrhof-wp-3008,Howard Wentz,1997,Howard_Wentz.jpg,https://jrhof.org/inductees/howard_wentz/,Howard Wentz,1997,Howard_Wentz,Howard Wentz,1997,howard_wentz,Howard Wentz,True,links_to_bio,content/Bios/Howard_Wentz.docx,437,content/Photos/Howard_Wentz.jpg,False,content/Bios/Howard_Wentz.docx,content/Photos/Howard_Wentz.jpg,high,high,0.0228,True,False,False,False,False,False,,source_resolved_candidate,Original source files map cleanly.
jrhof-wp-3125,Irv Brown,2009,Irv_Brown.jpg,https://jrhof.org/inductees/irv_brown/,Irv Brown,2009,Irv_Brown,Irv Brown,2009,irv_brown,Irv Brown,True,links_to_bio,content/Bios/Irv_Brown.docx,777,content/Photos/Irv_Brown.jpg,False,content/Bios/Irv_Brown.docx,content/Photos/Irv_Brown.jpg,high,high,0.1932,True,False,False,False,False,False,,source_resolved_candidate,Original source files map cleanly.
jrhof-wp-3137,Irv Moss,1990,Irv_Moss.jpg,https://jrhof.org/inductees/irv_moss/,Irv Moss,1990,Irv_Moss,Irv Moss,1990,irv_moss,Irv Moss,True,no_link,content/Bios/Irv_Moss.docx,535,content/Photos/Irv_Moss.jpg,False,content/Bios/Irv_Moss.docx,content/Photos/Irv_Moss.jpg,high,high,0.6558,True,False,False,False,False,False,live_archive_link,source_resolved_candidate,Original source files map cleanly.
jrhof-wp-2970,Jack Smith,2011,Jack_Smith.jpg,https://jrhof.org/inductees/jack_smith/,Jack Smith,2011,Jack_Smith,Jack Smith,2011,jack_smith,Jack Smith,True,links_to_bio,content/Bios/Jack_Smith.docx,423,content/Photos/Jack_Smith.jpg,False,content/Bios/Jack_Smith.docx,content/Photos/Jack_Smith.jpg,high,high,0.1775,False,False,False,False,False,False,,safe_candidate,Original source files map cleanly.
jrhof-wp-3141,James Roorda,Pre 1990,James_Roorda.jpg,https://jrhof.org/inductees/james_roorda/,James Roorda,Pre 1990,James_Roorda,James Roorda,,james_roorda,James Roorda,True,links_to_bio,content/Bios/James_Roorda.docx,375,content/Photos/James_Roorda.jpg,False,content/Bios/James_Roorda.docx,content/Photos/James_Roorda.jpg,high,high,0.0696,True,False,False,False,False,False,,source_resolved_candidate,Original source files map cleanly.
jrhof-wp-3007,Jim Darden,1994,Jim_Darden.jpg,https://jrhof.org/inductees/jim_darden/,Jim Darden,1994,Jim_Darden,Jim Darden,1994,jim_darden,Jim Darden,True,links_to_bio,content/Bios/Jim_Darden.docx,739,content/Photos/Jim_Darden.jpg,False,content/Bios/Jim_Darden.docx,content/Photos/Jim_Darden.jpg,high,high,0.6351,True,False,False,False,False,False,,source_resolved_candidate,Original source files map cleanly.
jrhof-wp-3133,Jim Dorsey,1996,Jim_Dorsey.jpg,https://jrhof.org/inductees/jim_dorsey/,Jim Dorsey,1996,Jim_Dorsey,Jim Dorsey,1996,jim_dorsey,Jim Dorsey,True,links_to_bio,content/Bios/Jim_Dorsey.docx,254,content/Photos/Jim_Dorsey.jpg,False,content/Bios/Jim_Dorsey.docx,content/Photos/Jim_Dorsey.jpg,high,high,0.6712,False,False,False,False,False,False,,safe_candidate,Original source files map cleanly.
jrhof-wp-3051,Jim Jenkins,2002,Jim_Jenkins.jpg,https://jrhof.org/inductees/jim_jenkins/,Jim Jenkins,2002,Jim_Jenkins,Jim Jenkins,2002,jim_jenkins,Jim Jenkins,True,links_to_bio,content/Bios/Jim_Jenkins.docx,517,content/Photos/Jim_Jenkins.jpg,False,content/Bios/Jim_Jenkins.docx,content/Photos/Jim_Jenkins.jpg,high,high,0.6692,True,False,False,False,False,False,,source_resolved_candidate,Original source files map cleanly.
jrhof-wp-1235,Jim Paronto,2024,Jim _Paronto.jpg,https://jrhof.org/inductees/jim_paronto/,Jim Paronto,2024,Jim_Paronto,Jim Paronto,2024,jim_paronto,Jim Paronto,True,links_to_bio,content/Bios/Jim_Paronto.docx,380,content/Photos/Jim_Paronto.jpg,False,content/Bios/Jim_Paronto.docx,content/Photos/Jim_Paronto.jpg,high,high,0.7382,True,False,False,False,False,False,,source_resolved_candidate,Original source files map cleanly.
jrhof-wp-3029,Jim Schaefer,2004,Jim_Schaefer.jpg,https://jrhof.org/inductees/jim_schaefer/,Jim Schaefer,2004,Jim_Schaefer,Jim Schaefer,2004,jim_schaefer,Jim Schaefer,True,links_to_bio,content/Bios/Jim_Schaefer.docx,806,content/Photos/Jim_Schaefer.jpg,False,content/Bios/Jim_Schaefer.docx,content/Photos/Jim_Schaefer.jpg,high,high,0.6567,True,False,False,False,False,False,,source_resolved_candidate,Original source files map cleanly.
jrhof-wp-2980,Joe Bellich,Pre 1990,Joe_Bellich.jpg,https://jrhof.org/inductees/joe_bellich/,Joe Bellich,Pre 1990,Joe_Bellich,Joe Bellich,,joe_bellich,Joe Bellich,True,links_to_bio,,0,,,,,none,none,,True,True,True,True,True,False,biography/content; portrait/media,board_content_review,Original DOCX is empty; .jpg is the same generic silhouette used for four people and is not a portrait.
jrhof-wp-3103,Joe Bonacquista,2023,Joe_Bonacquista.jpg,https://jrhof.org/inductees/joe_bonacquista/,Joe Bonacquista,2023,Joe_Bonacquista,Joe Bonacquista,2023,joe_bonacquista,Joe Bonacquista,True,links_to_bio,content/Bios/Joe_Bonacquista.docx,488,content/Photos/Joe_Bonacquista.jpg,False,content/Bios/Joe_Bonacquista.docx,content/Photos/Joe_Bonacquista.jpg,high,high,0.989,True,False,False,False,False,False,,source_resolved_candidate,Original source files map cleanly.
jrhof-wp-3059,Joe Brooks,1992,Joe_Brooks.jpg,https://jrhof.org/inductees/joe_brooks/,Joe Brooks,1992,Joe_Brooks,Joe Brooks,1992,joe_brooks,Joe Brooks,True,links_to_bio,,0,,,,,none,none,,True,True,True,True,True,False,biography/content; portrait/media,board_content_review,Review remaining source gaps and prior audit notes.
jrhof-wp-3012,Joe Maciel,1998,Joe_Maciel.jpg,https://jrhof.org/inductees/joe_maciel/,Joe Maciel,1998,Joe_Maciel,Joe Maciel,1998,joe_maciel,Joe Maciel,True,links_to_bio,content/Bios/Joe_Maciel.docx,345,,,content/Bios/Joe_Maciel.docx,,high,none,0.4672,True,True,False,True,False,False,portrait/media,media_blocked,Review remaining source gaps and prior audit notes.
jrhof-wp-1120,Joe Rossi,1996,Joe_Rossi.jpg,https://jrhof.org/inductees/joe-rossi/,Joe Rossi,1996,Joe_Rossi,Joe Rossi,1996,joe-rossi,Joe Rossi,True,links_to_bio,content/Bios/Joe_Rossi.docx,272,content/Photos/Joe_Rossi.jpg,False,content/Bios/Joe_Rossi.docx,content/Photos/Joe_Rossi.jpg,high,high,0.6993,False,False,False,False,False,False,,safe_candidate,Original source files map cleanly.
jrhof-wp-3082,Joey Borjon,2023,Joey_Borjon.jpg,https://jrhof.org/inductees/joey_borjon/,Joey Borjon,2023,Joey_Borjon,Joey Borjon,2023,joey_borjon,Joey Borjon,True,links_to_bio,content/Bios/Joey_Borjon.docx,314,content/Photos/Joey_Borjon.jpg,False,content/Bios/Joey_Borjon.docx,content/Photos/Joey_Borjon.jpg,high,high,0.9846,False,False,False,False,False,False,,safe_candidate,Original source files map cleanly.
jrhof-wp-3048,John DeSiato,1992,John_DeSiato.jpg,https://jrhof.org/inductees/john_desiato/,John DeSiato,1992,John_DeSiato,John DeSiato,1992,john_desiato,John DeSiato,True,links_to_bio,content/Bios/John_DeSiato.docx,457,content/Photos/John_DeSiato.jpg,False,content/Bios/John_DeSiato.docx,content/Photos/John_DeSiato.jpg,high,high,0.6785,True,False,False,False,False,False,,source_resolved_candidate,Original source files map cleanly.
jrhof-wp-2974,John Walsh,2012,John_Walsh.jpg,https://jrhof.org/inductees/john_walsh/,John Walsh,2012,John_Walsh,John Walsh,2012,john_walsh,John Walsh,True,links_to_bio,content/Bios/John_Walsh.docx,455,content/Photos/John_Walsh.jpg,False,content/Bios/John_Walsh.docx,content/Photos/John_Walsh.jpg,high,high,0.6649,True,False,False,False,False,False,,source_resolved_candidate,Original source files map cleanly.
jrhof-wp-2975,John Wenglass,1987,John_Wenglass.jpg,https://jrhof.org/inductees/john_wenglass/,John Wenglass,1987,John_Wenglass,John Wenglass,1987,john_wenglass,John Wenglass,True,links_to_bio,,0,,,,,none,none,,True,True,True,True,True,False,biography/content; portrait/media,board_content_review,Review remaining source gaps and prior audit notes.
jrhof-wp-3089,Joseph Massaro,2006,Joseph_Massaro.jpg,https://jrhof.org/inductees/joseph_massaro/,Joseph Massaro,2006,Joseph_Massaro,Joseph Massaro,2006,joseph_massaro,Joseph Massaro,True,links_to_bio,content/Bios/Joseph_Massaro.docx,801,content/Photos/Joseph_Massaro.jpg,False,content/Bios/Joseph_Massaro.docx,content/Photos/Joseph_Massaro.jpg,high,high,0.6518,True,False,False,False,False,False,,source_resolved_candidate,Original source files map cleanly.
jrhof-wp-2985,Julius Carabello,1990,Julius_Carabello.jpg,https://jrhof.org/inductees/julius_carabello/,Julius Carabello,1990,Julius_Carabello,Julius Carabello,1990,julius_carabello,Julius Carabello,True,no_link,content/Bios/Julius_Carabello.docx,581,content/Photos/Julius_Carabello.jpg,False,content/Bios/Julius_Carabello.docx,content/Photos/Julius_Carabello.jpg,high,high,0.0808,False,False,False,False,False,False,live_archive_link,auto_prep_link_fix,Original source files map cleanly.
jrhof-wp-3009,Keith Bailey,2016,Keith_Bailey.jpg,https://jrhof.org/inductees/keith_bailey/,Keith Bailey,2016,Keith_Bailey,Keith Bailey,2016,keith_bailey,Keith Bailey,True,links_to_bio,content/Bios/Keith_Bailey.docx,991,content/Photos/Keith_Bailey.jpg,False,content/Bios/Keith_Bailey.docx,content/Photos/Keith_Bailey.jpg,high,high,0.4457,True,False,False,False,False,False,,source_resolved_candidate,Original source files map cleanly.
jrhof-wp-3027,Ken Furman,1998,Ken_Furman.jpg,https://jrhof.org/inductees/ken_furman/,Ken Furman,1998,Ken_Furman,Ken Furman,1998,ken_furman,Ken Furman,True,links_to_bio,content/Bios/Ken_Furman.docx,711,content/Photos/Ken_Furman.jpg,False,content/Bios/Ken_Furman.docx,content/Photos/Ken_Furman.jpg,high,high,0.6128,False,False,False,False,False,False,,safe_candidate,Original source files map cleanly.
jrhof-wp-3146,Ken Zetner,Pre 1990,Ken_Zetner.jpg,https://jrhof.org/inductees/ken_zetner/,Ken Zetner,Pre 1990,Ken_Zetner,Ken Zetner,,ken_zetner,Ken Zetner,True,no_link,,0,,,,,none,none,,True,True,True,True,True,False,biography/content; portrait/media; live_archive_link,board_content_review,Review remaining source gaps and prior audit notes.
jrhof-wp-3044,Lee Rosa,2016,Lee_Rosa.jpg,https://jrhof.org/inductees/lee_rosa/,Lee Rosa,2016,Lee_Rosa,Lee Rosa,2016,lee_rosa,Lee Rosa,True,links_to_bio,content/Bios/Lee_Rosa.docx,404,content/Photos/Lee_Rosa.jpg,False,content/Bios/Lee_Rosa.docx,content/Photos/Lee_Rosa.jpg,high,high,0.2256,True,False,False,False,False,False,,source_resolved_candidate,Original source files map cleanly.
jrhof-wp-2988,Leo Bahl,1990,Leo_Bahl.jpg,https://jrhof.org/inductees/leo_bahl/,Leo Bahl,1990,Leo_Bahl,Leo Bahl,1990,leo_bahl,Leo Bahl,True,no_link,content/Bios/Leo_Bahl.docx,493,content/Photos/Leo_Bahl.jpg,False,content/Bios/Leo_Bahl.docx,content/Photos/Leo_Bahl.jpg,high,high,0.2696,True,False,False,False,False,False,live_archive_link,source_resolved_candidate,Original source files map cleanly.
jrhof-wp-3095,Leonard Varriano,2012,Leonard_Varriano.jpg,https://jrhof.org/inductees/leonard_varriano/,Leonard Varriano,2012,Leonard_Varriano,Leonard Varriano,2012,leonard_varriano,Leonard Varriano,True,links_to_bio,content/Bios/Leonard_Varriano.docx,420,content/Photos/Leonard_Varriano.jpg,False,content/Bios/Leonard_Varriano.docx,content/Photos/Leonard_Varriano.jpg,high,high,0.1645,False,False,False,False,False,False,,safe_candidate,Original source files map cleanly.
jrhof-wp-3001,Leroy Garzonio,2000,Leroy_Garzonio.jpg,https://jrhof.org/inductees/leroy_garzonio/,Leroy Garzonio,2000,Leroy_Garzonio,Leroy Garzonio,2000,leroy_garzonio,Leroy Garzonio,True,links_to_bio,content/Bios/Leroy_Garzonio.docx,668,,,content/Bios/Leroy_Garzonio.docx,,high,none,0.2117,False,True,False,True,False,False,portrait/media,media_blocked,Review remaining source gaps and prior audit notes.
jrhof-wp-2984,Lou Nedbalski,1994,Lou_Nedbalski.jpg,https://jrhof.org/inductees/lou_nedbalski/,Lou Nedbalski,1994,Lou_Nedbalski,Lou Nedbalski,1994,lou_nedbalski,Lou Nedbalski,True,links_to_bio,content/Bios/Lou_Nedbalski.docx,858,content/Photos/Lou_Nedbalski.jpg,False,content/Bios/Lou_Nedbalski.docx,content/Photos/Lou_Nedbalski.jpg,high,high,0.2811,False,False,False,False,False,False,,safe_candidate,Original source files map cleanly.
jrhof-wp-3093,Lou Nolin,1990,Lou_Nolin.jpg,https://jrhof.org/inductees/lou_nolin/,Lou Nolin,1990,Lou_Nolin,Lou Nolin,1990,lou_nolin,Lou Nolin,True,no_link,,0,,,,,none,none,,True,True,True,True,True,False,biography/content; portrait/media; live_archive_link,board_content_review,Review remaining source gaps and prior audit notes.
jrhof-wp-3135,Lou Spector,Pre 1990,Lou_Spector.jpg,https://jrhof.org/inductees/lou_spector/,Lou Spector,Pre 1990,Lou_Spector,Lou Spector,,lou_spector,Lou Spector,True,no_link,,0,,,,,none,none,,True,True,True,True,True,False,biography/content; portrait/media; live_archive_link,board_content_review,Review remaining source gaps and prior audit notes.
jrhof-wp-2972,Manual Boody,Pre 1990,Manual_Boody.jpg,https://jrhof.org/inductees/manual_boody/,Manual Boody,Pre 1990,Manual_Boody,Manual Boody,,manual_boody,Manual Boody,True,links_to_bio,content/Bios/Manual_Boody.docx,230,content/Photos/Manual_Boody.jpg,False,content/Bios/Manual_Boody.docx,content/Photos/Manual_Boody.jpg,high,high,0.1895,False,False,False,False,False,False,,safe_candidate,Original source files map cleanly.
jrhof-wp-3088,Mark Denzin,2014,Mark_Denzin.jpg,https://jrhof.org/inductees/mark_denzin/,Mark Denzin,2014,Mark_Denzin,Mark Denzin,2014,mark_denzin,Mark Denzin,True,links_to_bio,content/Bios/Mark_Denzin.docx,701,content/Photos/Mark_Denzin.jpg,False,content/Bios/Mark_Denzin.docx,content/Photos/Mark_Denzin.jpg,high,high,0.1384,False,False,False,False,False,False,,safe_candidate,Original source files map cleanly.
jrhof-wp-3020,Mark Junge,1991,Mark_Junge.jpg,https://jrhof.org/inductees/mark_junge/,Mark Junge,1991,Mark_Junge,Mark Junge,1991,mark_junge,Mark Junge,True,links_to_bio,,0,,,,,none,none,,True,True,True,True,True,False,biography/content; portrait/media,board_content_review,Review remaining source gaps and prior audit notes.
jrhof-wp-3024,Melvin Martin,Pre 1990,Melvin_Martin.jpg,https://jrhof.org/inductees/melvin_martin/,Melvin Martin,Pre 1990,Melvin_Martin,Melvin Martin,,melvin_martin,Melvin Martin,True,links_to_bio,content/Bios/Melvin_Martin.docx,534,content/Photos/Melvin_Martin.jpg,False,content/Bios/Melvin_Martin.docx,content/Photos/Melvin_Martin.jpg,high,high,0.1126,True,False,False,False,False,False,,source_resolved_candidate,Original source files map cleanly.
jrhof-wp-3074,Mert Letofsky,Pre 1990,Mert_Letofsky.jpg,https://jrhof.org/inductees/mert_letofsky/,Mert Letofsky,Pre 1990,Mert_Letofsky,Mert Letofsky,,mert_letofsky,Mert Letofsky,True,links_to_bio,content/Bios/Mert_Letofsky.docx,513,content/Photos/Mert_Letofsky.jpg,False,content/Bios/Mert_Letofsky.docx,content/Photos/Mert_Letofsky.jpg,high,high,0.1672,True,False,False,False,False,False,,source_resolved_candidate,Original source files map cleanly.
jrhof-wp-2987,Mike Brady,2009,Mike_Brady.jpg,https://jrhof.org/inductees/mike_brady/,Mike Brady,2009,Mike_Brady,Mike Brady,2009,mike_brady,Mike Brady,True,links_to_bio,content/Bios/Mike_Brady.docx,513,content/Photos/Mike_Brady.jpg,False,content/Bios/Mike_Brady.docx,content/Photos/Mike_Brady.jpg,high,high,0.6473,True,False,False,False,False,False,,source_resolved_candidate,Original source files map cleanly.
jrhof-wp-2982,Mike Doohan,2023,Mike_Doohan.jpg,https://jrhof.org/inductees/mike_doohan/,Mike Doohan,2023,Mike_Doohan,Mike Doohan,2023,mike_doohan,Mike Doohan,True,links_to_bio,content/Bios/Mike_Doohan.docx,665,content/Photos/Mike_Doohan.jpg,False,content/Bios/Mike_Doohan.docx,content/Photos/Mike_Doohan.jpg,high,high,0.6737,True,False,False,False,False,False,,source_resolved_candidate,Original source files map cleanly.
jrhof-wp-2997,Mike Kronkright,1992,David_Kronkright.jpg,https://jrhof.org/inductees/mike_kronkright/,Mike Kronkright,1992,Mike_Kronkright,Mike Kronkright,1992,mike_kronkright,Mike Kronkright,True,links_to_bio,content/Bios/Mike_Kronkright.docx,811,content/Photos/Mike_Kronkright.jpg,False,content/Bios/Mike_Kronkright.docx,content/Photos/Mike_Kronkright.jpg,high,high,0.2076,False,False,False,False,False,False,,safe_candidate,"Control CSV Image says David_Kronkright.jpg, but original source contains Mike_Kronkright.jpg; use the person-specific source filename after review."
jrhof-wp-3019,Mitchell Burns,Pre 1990,Mitchell_Burns.jpg,https://jrhof.org/inductees/mitchell_burns/,Mitchell Burns,Pre 1990,Mitchell_Burns,Mitchell Burns,,mitchell_burns,Mitchell Burns,True,links_to_bio,content/Bios/Mitchell_Burns.docx,645,content/Photos/Mitchell_Burns.jpg,False,content/Bios/Mitchell_Burns.docx,content/Photos/Mitchell_Burns.jpg,high,high,0.3945,True,False,False,False,False,False,,source_resolved_candidate,Original source files map cleanly.
jrhof-wp-3168,Myran Dunker,2018,Myran_Dunker.jpg,https://jrhof.org/inductees/myran_dunker/,Myran Dunker,2018,Myran_Dunker,Myran Dunker,2018,myran_dunker,Myran Dunker,True,links_to_bio,content/Bios/Myran_Dunker.docx,434,content/Photos/Myran_Dunker.jpg,False,content/Bios/Myran_Dunker.docx,content/Photos/Myran_Dunker.jpg,high,high,0.2165,False,False,False,False,False,False,,safe_candidate,Original source files map cleanly.
jrhof-wp-2981,Neil Devlin,2018,Neil_Devlin.jpg,https://jrhof.org/inductees/neil_devlin/,Neil Devlin,2018,Neil_Devlin,Neil Devlin,2018,neil_devlin,Neil Devlin,True,links_to_bio,content/Bios/Neil_Devlin.docx,596,content/Photos/Neil_Devlin.jpg,False,content/Bios/Neil_Devlin.docx,content/Photos/Neil_Devlin.jpg,high,high,0.6866,False,False,False,False,False,False,,safe_candidate,Original source files map cleanly.
jrhof-wp-3117,Nick Vitale,1993,Nick_Vitale.jpg,https://jrhof.org/inductees/nick_vitale/,Nick Vitale,1993,Nick_Vitale,Nick Vitale,1993,nick_vitale,Nick Vitale,True,links_to_bio,,0,,,,,none,none,,True,True,True,True,True,False,biography/content; portrait/media,board_content_review,Review remaining source gaps and prior audit notes.
jrhof-wp-3127,Pat Haggerty,2002,Pat_Haggerty.jpg,https://jrhof.org/inductees/pat_haggerty/,Pat Haggerty,2002,Pat_Haggerty,Pat Haggerty,2002,pat_haggerty,Pat Haggerty,True,links_to_bio,content/Bios/Pat_Haggerty.docx,507,content/Photos/Pat_Haggerty.jpg,False,content/Bios/Pat_Haggerty.docx,content/Photos/Pat_Haggerty.jpg,high,high,0.1431,True,False,False,False,False,False,,source_resolved_candidate,Original source files map cleanly.
jrhof-wp-2990,Paul Babkiewich,2015,Paul_Babkiewich.jpg,https://jrhof.org/inductees/paul_babkiewich/,Paul Babkiewich,2015,Paul_Babkiewich,Paul Babkiewich,2015,paul_babkiewich,Paul Babkiewich,True,links_to_bio,content/Bios/Paul_Babkiewich.docx,523,content/Photos/Paul_Babkiewich.jpg,False,content/Bios/Paul_Babkiewich.docx,content/Photos/Paul_Babkiewich.jpg,high,high,0.1889,False,False,False,False,False,False,,safe_candidate,Original source files map cleanly.
jrhof-wp-3004,Pete Butler,Pre 1990,Pete_Butler.jpg,https://jrhof.org/inductees/pete_butler/,Pete Butler,Pre 1990,Pete_Butler,Pete Butler,,pete_butler,Pete Butler,True,links_to_bio,content/Bios/Pete_Butler.docx,565,content/Photos/Pete_Butler.jpg,False,content/Bios/Pete_Butler.docx,content/Photos/Pete_Butler.jpg,high,high,0.6414,True,False,False,False,False,False,,source_resolved_candidate,Original source files map cleanly.
jrhof-wp-3131,Pete DAmato,Pre 1990,Pete_DAmato.jpg,https://jrhof.org/inductees/pete_damato/,Pete DAmato,Pre 1990,Pete_DAmato,Pete DAmato,,pete_damato,Pete DAmato,True,links_to_bio,content/Bios/Pete_DAmato.docx,342,content/Photos/Pete_DAmato.jpg,False,content/Bios/Pete_DAmato.docx,content/Photos/Pete_DAmato.jpg,high,high,0.0589,False,False,False,False,False,False,,safe_candidate,Original source files map cleanly.
jrhof-wp-3111,Randy Holmen,2017,Randy_Holmen.jpg,https://jrhof.org/inductees/randy_holmen/,Randy Holmen,2017,Randy_Holmen,Randy Holmen,2017,randy_holmen,Randy Holmen,True,links_to_bio,content/Bios/Randy_Holmen.docx,460,content/Photos/Randy_Holmen.jpg,False,content/Bios/Randy_Holmen.docx,content/Photos/Randy_Holmen.jpg,high,high,0.4868,True,False,False,False,False,False,,source_resolved_candidate,Original source files map cleanly.
jrhof-wp-771,Ray Belfiore,2025,Ray _Belfiore.jpg,https://jrhof.org/inductees/ray_belfiore/,Ray Belfiore,2025,Ray_Belfiore,Ray Belfiore,2025,ray_belfiore,Ray Belfiore,True,links_to_bio,content/Bios/Ray_Belfiore.docx,463,content/Photos/Ray_Belfiore.jpg,False,content/Bios/Ray_Belfiore.docx,content/Photos/Ray_Belfiore.jpg,high,high,0.9771,False,False,False,False,False,False,,safe_candidate,Original source files map cleanly.
jrhof-wp-3056,Raymond Powe,2002,Raymond_Powe.jpg,https://jrhof.org/inductees/raymond_powe/,Raymond Powe,2002,Raymond_Powe,Raymond Powe,2002,raymond_powe,Raymond Powe,True,links_to_bio,content/Bios/Raymond_Powe.docx,392,content/Photos/Raymond_Powe.jpg,False,content/Bios/Raymond_Powe.docx,content/Photos/Raymond_Powe.jpg,high,high,0.6859,False,False,False,False,False,False,,safe_candidate,Original source files map cleanly.
jrhof-wp-3046,Rich Czernicki,2008,Rich_Czernicki.jpg,https://jrhof.org/inductees/rich_czernicki/,Rich Czernicki,2008,Rich_Czernicki,Rich Czernicki,2008,rich_czernicki,Rich Czernicki,True,links_to_bio,content/Bios/Rich_Czernicki.docx,752,content/Photos/Rich_Czernicki.jpg,False,content/Bios/Rich_Czernicki.docx,content/Photos/Rich_Czernicki.jpg,high,high,0.6389,True,False,False,False,False,False,,source_resolved_candidate,Original source files map cleanly.
jrhof-wp-3091,Richard Chandler,2001,Richard_Chandler.jpg,https://jrhof.org/inductees/richard_chandler/,Richard Chandler,2001,Richard_Chandler,Richard Chandler,2001,richard_chandler,Richard Chandler,True,no_link,content/Bios/Richard_Chandler.docx,694,content/Photos/Richard_Chandler.jpg,False,content/Bios/Richard_Chandler.docx,content/Photos/Richard_Chandler.jpg,high,high,0.6312,True,False,False,False,False,False,live_archive_link,source_resolved_candidate,Original source files map cleanly.
jrhof-wp-3121,Richard Fanning,2007,Richard_Fanning.jpg,https://jrhof.org/inductees/richard_fanning/,Richard Fanning,2007,Richard_Fanning,Richard Fanning,2007,richard_fanning,Richard Fanning,True,no_link,content/Bios/Richard_Fanning.docx,878,content/Photos/Richard_Fanning.jpg,False,content/Bios/Richard_Fanning.docx,content/Photos/Richard_Fanning.jpg,high,high,0.4781,False,False,False,False,False,False,live_archive_link,auto_prep_link_fix,Original source files map cleanly.
jrhof-wp-3023,Richard Hawkins,2001,Richard_Hawkins.jpg,https://jrhof.org/inductees/richard_hawkins/,Richard Hawkins,2001,Richard_Hawkins,Richard Hawkins,2001,richard_hawkins,Richard Hawkins,True,links_to_bio,content/Bios/Richard_Hawkins.docx,1014,content/Photos/Richard_Hawkins.jpg,False,content/Bios/Richard_Hawkins.docx,content/Photos/Richard_Hawkins.jpg,high,high,0.6011,False,False,False,False,False,False,,safe_candidate,Original source files map cleanly.
