stable_id,display_name,production_url,astro_url,bio_status,portrait_status,uses_default_missing_image,formatting_status,paragraph_quality,title_class_display_status,review_notice_status,mobile_readability_status,recommended_action,priority,notes
jrhof-wp-3164,Sid Peretti,https://jrhof.org/inductees/sid_peretti/,https://jrhof.org/inductees/sid_peretti/,pending_biography,alternate_pending_review_svg,false,pending_biography,not_applicable_pending,pass,board_and_source_review_notices_visible,pass_layout,board_review_biography|restore_production_default_missing_image|human_review_before_launch|remove_public_source_notice,high,paragraphs=0; words=0; Astro uses portrait-pending.svg; production-familiar default should be restored; Review remaining source gaps and prior audit notes.
jrhof-wp-3144,Bob Westhoff,https://jrhof.org/inductees/bob_westhoff/,https://jrhof.org/inductees/bob_westhoff/,pending_biography,alternate_pending_review_svg,false,pending_biography,not_applicable_pending,pass,board_and_source_review_notices_visible,pass_layout,board_review_biography|restore_production_default_missing_image|human_review_before_launch|remove_public_source_notice,high,paragraphs=0; words=0; Astro uses portrait-pending.svg; production-familiar default should be restored; Review remaining source gaps and prior audit notes.
jrhof-wp-3028,Wiley Chance,https://jrhof.org/inductees/wiley_chance/,https://jrhof.org/inductees/wiley_chance/,pending_biography,alternate_pending_review_svg,false,pending_biography,not_applicable_pending,pass,board_and_source_review_notices_visible,pass_layout,board_review_biography|restore_production_default_missing_image|human_review_before_launch|remove_public_source_notice,high,paragraphs=0; words=0; Astro uses portrait-pending.svg; production-familiar default should be restored; Original DOCX is empty and only a Missing placeholder photo exists.
jrhof-wp-2995,Vic Damon,https://jrhof.org/inductees/vic_damon/,https://jrhof.org/inductees/vic_damon/,pending_biography,alternate_pending_review_svg,false,pending_biography,not_applicable_pending,pass,board_and_source_review_notices_visible,pass_layout,board_review_biography|restore_production_default_missing_image|human_review_before_launch|remove_public_source_notice,high,paragraphs=0; words=0; Astro uses portrait-pending.svg; production-familiar default should be restored; Review remaining source gaps and prior audit notes.
jrhof-wp-3007,Jim Darden,https://jrhof.org/inductees/jim_darden/,https://jrhof.org/inductees/jim_darden/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=8; words=731; Original source files map cleanly.
jrhof-wp-2984,Lou Nedbalski,https://jrhof.org/inductees/lou_nedbalski/,https://jrhof.org/inductees/lou_nedbalski/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=7; words=857; Original source files map cleanly.
jrhof-wp-3068,Dick Cartin,https://jrhof.org/inductees/dick_cartin/,https://jrhof.org/inductees/dick_cartin/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=7; words=433; Original source files map cleanly.
jrhof-wp-3053,Ernest Cavalieri,https://jrhof.org/inductees/ernest_cavalieri/,https://jrhof.org/inductees/ernest_cavalieri/,pending_biography,alternate_pending_review_svg,false,pending_biography,not_applicable_pending,pass,board_and_source_review_notices_visible,pass_layout,board_review_biography|restore_production_default_missing_image|human_review_before_launch|remove_public_source_notice,high,paragraphs=0; words=0; Astro uses portrait-pending.svg; production-familiar default should be restored; Review remaining source gaps and prior audit notes.
jrhof-wp-3042,Roger Kinney,https://jrhof.org/inductees/roger_kinney/,https://jrhof.org/inductees/roger_kinney/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=7; words=824; Original source files map cleanly.
jrhof-wp-3117,Nick Vitale,https://jrhof.org/inductees/nick_vitale/,https://jrhof.org/inductees/nick_vitale/,pending_biography,alternate_pending_review_svg,false,pending_biography,not_applicable_pending,pass,board_and_source_review_notices_visible,pass_layout,board_review_biography|restore_production_default_missing_image|human_review_before_launch|remove_public_source_notice,high,paragraphs=0; words=0; Astro uses portrait-pending.svg; production-familiar default should be restored; Review remaining source gaps and prior audit notes.
jrhof-wp-3059,Joe Brooks,https://jrhof.org/inductees/joe_brooks/,https://jrhof.org/inductees/joe_brooks/,pending_biography,alternate_pending_review_svg,false,pending_biography,not_applicable_pending,pass,board_and_source_review_notices_visible,pass_layout,board_review_biography|restore_production_default_missing_image|human_review_before_launch|remove_public_source_notice,high,paragraphs=0; words=0; Astro uses portrait-pending.svg; production-familiar default should be restored; Review remaining source gaps and prior audit notes.
jrhof-wp-2998,Charlie Chainhalt,https://jrhof.org/inductees/charlie_chainhalt/,https://jrhof.org/inductees/charlie_chainhalt/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=7; words=426; Original source files map cleanly.
jrhof-wp-3048,John DeSiato,https://jrhof.org/inductees/john_desiato/,https://jrhof.org/inductees/john_desiato/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=7; words=455; Original source files map cleanly.
jrhof-wp-3112,Francis Ford,https://jrhof.org/inductees/francis_ford/,https://jrhof.org/inductees/francis_ford/,pending_biography,alternate_pending_review_svg,false,pending_biography,not_applicable_pending,pass,board_and_source_review_notices_visible,pass_layout,board_review_biography|restore_production_default_missing_image|human_review_before_launch|remove_public_source_notice,high,paragraphs=0; words=0; Astro uses portrait-pending.svg; production-familiar default should be restored; Review remaining source gaps and prior audit notes.
jrhof-wp-2997,Mike Kronkright,https://jrhof.org/inductees/mike_kronkright/,https://jrhof.org/inductees/mike_kronkright/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,"paragraphs=8; words=803; Control CSV Image says David_Kronkright.jpg, but original source contains Mike_Kronkright.jpg; use the person-specific source filename after review."
jrhof-wp-3114,Harry Wise,https://jrhof.org/inductees/harry_wise/,https://jrhof.org/inductees/harry_wise/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=8; words=541; Original source files map cleanly.
jrhof-wp-2969,Bill Fanning,https://jrhof.org/inductees/william_bill_fanning/,https://jrhof.org/inductees/william_bill_fanning/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=14; words=480; Original source files map cleanly.
jrhof-wp-2978,Bill Helman,https://jrhof.org/inductees/bill_helman/,https://jrhof.org/inductees/bill_helman/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=7; words=547; Original source files map cleanly.
jrhof-wp-3020,Mark Junge,https://jrhof.org/inductees/mark_junge/,https://jrhof.org/inductees/mark_junge/,pending_biography,alternate_pending_review_svg,false,pending_biography,not_applicable_pending,pass,board_and_source_review_notices_visible,pass_layout,board_review_biography|restore_production_default_missing_image|human_review_before_launch|remove_public_source_notice,high,paragraphs=0; words=0; Astro uses portrait-pending.svg; production-familiar default should be restored; Review remaining source gaps and prior audit notes.
jrhof-wp-3041,Willie White,https://jrhof.org/inductees/willie_white/,https://jrhof.org/inductees/willie_white/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=8; words=403; Original source files map cleanly.
jrhof-wp-3034,Art Wollenweber,https://jrhof.org/inductees/art_wollenweber/,https://jrhof.org/inductees/art_wollenweber/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=7; words=365; Original source files map cleanly.
jrhof-wp-2988,Leo Bahl,https://jrhof.org/inductees/leo_bahl/,https://jrhof.org/inductees/leo_bahl/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=2; words=492; Original source files map cleanly.
jrhof-wp-3106,Gene Bunnelle,https://jrhof.org/inductees/gene_bunnelle/,https://jrhof.org/inductees/gene_bunnelle/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=7; words=429; Original source files map cleanly.
jrhof-wp-2985,Julius Carabello,https://jrhof.org/inductees/julius_carabello/,https://jrhof.org/inductees/julius_carabello/,complete_biography,verified_candidate,false,likely_paragraph_merge,needs_paragraph_restoration,pass,source_review_notice_visible,readable_but_long_merged_paragraph,restore_paragraph_breaks|remove_public_source_notice,high,paragraphs=1; words=584; Original source files map cleanly.
jrhof-wp-3086,Warren Kettner,https://jrhof.org/inductees/warren_kettner/,https://jrhof.org/inductees/warren_kettner/,complete_biography,verified_candidate,false,likely_paragraph_merge,needs_paragraph_restoration,pass,source_review_notice_visible,readable_but_long_merged_paragraph,restore_paragraph_breaks|remove_public_source_notice,high,paragraphs=1; words=296; Original source files map cleanly.
jrhof-wp-3137,Irv Moss,https://jrhof.org/inductees/irv_moss/,https://jrhof.org/inductees/irv_moss/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=7; words=518; Original source files map cleanly.
jrhof-wp-3093,Lou Nolin,https://jrhof.org/inductees/lou_nolin/,https://jrhof.org/inductees/lou_nolin/,pending_biography,alternate_pending_review_svg,false,pending_biography,not_applicable_pending,pass,board_and_source_review_notices_visible,pass_layout,board_review_biography|restore_production_default_missing_image|human_review_before_launch|remove_public_source_notice,high,paragraphs=0; words=0; Astro uses portrait-pending.svg; production-familiar default should be restored; Review remaining source gaps and prior audit notes.
jrhof-wp-3018,Edward Stevens,https://jrhof.org/inductees/edward_stevens/,https://jrhof.org/inductees/edward_stevens/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=7; words=470; Original source files map cleanly.
jrhof-wp-3099,Bill Vincent,https://jrhof.org/inductees/bill_vincent/,https://jrhof.org/inductees/bill_vincent/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=7; words=332; Original source files map cleanly.
jrhof-wp-3030,Frank Zele,https://jrhof.org/inductees/frank_zele/,https://jrhof.org/inductees/frank_zele/,complete_biography,alternate_pending_review_svg,false,good,good,pass,source_review_notice_visible,pass_layout,restore_production_default_missing_image|remove_public_source_notice,high,paragraphs=6; words=218; Astro uses portrait-pending.svg; production-familiar default should be restored; Review remaining source gaps and prior audit notes.
jrhof-wp-2993,Virgil Jester,https://jrhof.org/inductees/virgil_jester/,https://jrhof.org/inductees/virgil_jester/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=3; words=401; Original source files map cleanly.
jrhof-wp-2975,John Wenglass,https://jrhof.org/inductees/john_wenglass/,https://jrhof.org/inductees/john_wenglass/,pending_biography,alternate_pending_review_svg,false,pending_biography,not_applicable_pending,pass,board_and_source_review_notices_visible,pass_layout,board_review_biography|restore_production_default_missing_image|human_review_before_launch|remove_public_source_notice,high,paragraphs=0; words=0; Astro uses portrait-pending.svg; production-familiar default should be restored; Review remaining source gaps and prior audit notes.
jrhof-wp-2980,Joe Bellich,https://jrhof.org/inductees/joe_bellich/,https://jrhof.org/inductees/joe_bellich/,pending_biography,alternate_pending_review_svg,false,pending_biography,not_applicable_pending,pass,board_and_source_review_notices_visible,pass_layout,board_review_biography|restore_production_default_missing_image|human_review_before_launch|remove_public_source_notice,high,paragraphs=0; words=0; Astro uses portrait-pending.svg; production-familiar default should be restored; Original DOCX is empty; .jpg is the same generic silhouette used for four people and is not a portrait.
jrhof-wp-2972,Manual Boody,https://jrhof.org/inductees/manual_boody/,https://jrhof.org/inductees/manual_boody/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=7; words=226; Original source files map cleanly.
jrhof-wp-3019,Mitchell Burns,https://jrhof.org/inductees/mitchell_burns/,https://jrhof.org/inductees/mitchell_burns/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=11; words=647; Original source files map cleanly.
jrhof-wp-3004,Pete Butler,https://jrhof.org/inductees/pete_butler/,https://jrhof.org/inductees/pete_butler/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=12; words=552; Original source files map cleanly.
jrhof-wp-3010,Walt Clay,https://jrhof.org/inductees/walt_clay/,https://jrhof.org/inductees/walt_clay/,complete_biography,verified_candidate,false,good,good,pass,board_and_source_review_notices_visible,pass_layout,human_review_before_launch|remove_public_source_notice,high,paragraphs=6; words=691; Control roster and repository say Pre 1990; WordPress extracted 1990. Original bio does not settle the induction-year conflict.
jrhof-wp-3015,Sam Corentino,https://jrhof.org/inductees/sam_corsentino/,https://jrhof.org/inductees/sam_corsentino/,complete_biography,alternate_pending_review_svg,false,good,good,pass,board_and_source_review_notices_visible,pass_layout,restore_production_default_missing_image|human_review_before_launch|remove_public_source_notice,high,paragraphs=7; words=456; Astro uses portrait-pending.svg; production-familiar default should be restored; Control/repository/live use Corentino; WordPress and source photo use Corsentino. Board should confirm legal/display spelling.
jrhof-wp-3131,Pete DAmato,https://jrhof.org/inductees/pete_damato/,https://jrhof.org/inductees/pete_damato/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=6; words=340; Original source files map cleanly.
jrhof-wp-3162,Edmund DHaillecourt,https://jrhof.org/inductees/edmund_dhaillecourt/,https://jrhof.org/inductees/edmund_dhaillecourt/,pending_biography,alternate_pending_review_svg,false,pending_biography,not_applicable_pending,pass,board_and_source_review_notices_visible,pass_layout,board_review_biography|restore_production_default_missing_image|human_review_before_launch|remove_public_source_notice,high,paragraphs=0; words=0; Astro uses portrait-pending.svg; production-familiar default should be restored; Original DOCX is empty; .jpg is the same generic silhouette used for four people and is not a portrait.
jrhof-wp-3094,Chuck Denney,https://jrhof.org/inductees/chuck_denney/,https://jrhof.org/inductees/chuck_denney/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=7; words=511; Original source files map cleanly.
jrhof-wp-3080,Ervin Douglas,https://jrhof.org/inductees/ervin_douglas/,https://jrhof.org/inductees/ervin_douglas/,pending_biography,alternate_pending_review_svg,false,pending_biography,not_applicable_pending,pass,board_and_source_review_notices_visible,pass_layout,board_review_biography|restore_production_default_missing_image|human_review_before_launch|remove_public_source_notice,high,paragraphs=0; words=0; Astro uses portrait-pending.svg; production-familiar default should be restored; Original DOCX is empty; .jpg is the same generic silhouette used for four people and is not a portrait.
jrhof-wp-3150,Dick Hotton,https://jrhof.org/inductees/dick_hotton/,https://jrhof.org/inductees/dick_hotton/,pending_biography,alternate_pending_review_svg,false,pending_biography,not_applicable_pending,pass,board_and_source_review_notices_visible,pass_layout,board_review_biography|restore_production_default_missing_image|human_review_before_launch|remove_public_source_notice,high,paragraphs=0; words=0; Astro uses portrait-pending.svg; production-familiar default should be restored; Review remaining source gaps and prior audit notes.
jrhof-wp-3011,David Letofsky,https://jrhof.org/inductees/david_letofsky/,https://jrhof.org/inductees/david_letofsky/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=8; words=455; Original source files map cleanly.
jrhof-wp-3074,Mert Letofsky,https://jrhof.org/inductees/mert_letofsky/,https://jrhof.org/inductees/mert_letofsky/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=7; words=510; Original source files map cleanly.
jrhof-wp-3024,Melvin Martin,https://jrhof.org/inductees/melvin_martin/,https://jrhof.org/inductees/melvin_martin/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=7; words=531; Original source files map cleanly.
jrhof-wp-3050,Bob Mullerberg,https://jrhof.org/inductees/bob_mullerberg/,https://jrhof.org/inductees/bob_mullerberg/,pending_biography,verified_candidate,false,pending_biography,not_applicable_pending,pass,board_and_source_review_notices_visible,pass_layout,board_review_biography|human_review_before_launch|remove_public_source_notice,high,paragraphs=0; words=0; Review remaining source gaps and prior audit notes.
jrhof-wp-3054,H_R Phillips,https://jrhof.org/inductees/h_r_phillips/,https://jrhof.org/inductees/h_r_phillips/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=7; words=313; Original source files map cleanly.
jrhof-wp-3057,Frank Prentup,https://jrhof.org/inductees/frank_prentup/,https://jrhof.org/inductees/frank_prentup/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=8; words=817; Original source files map cleanly.
jrhof-wp-3141,James Roorda,https://jrhof.org/inductees/james_roorda/,https://jrhof.org/inductees/james_roorda/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=6; words=367; Original source files map cleanly.
jrhof-wp-3022,Gene Rozzelle,https://jrhof.org/gene_rozelle/,https://jrhof.org/inductees/gene_rozelle/,complete_biography,verified_candidate,false,good,good,display_spelling_decision_required,board_and_source_review_notices_visible,pass_layout,human_review_before_launch|remove_public_source_notice,high,"paragraphs=5; words=189; Control roster spells Rozzelle; repository, WordPress, biography filename, and photo filename use Rozelle. Also absent from live archive."
jrhof-wp-3006,Sal Salazar,https://jrhof.org/inductees/sal_salazar/,https://jrhof.org/inductees/sal_salazar/,pending_biography,alternate_pending_review_svg,false,pending_biography,not_applicable_pending,pass,board_and_source_review_notices_visible,pass_layout,board_review_biography|restore_production_default_missing_image|human_review_before_launch|remove_public_source_notice,high,paragraphs=0; words=0; Astro uses portrait-pending.svg; production-familiar default should be restored; Review remaining source gaps and prior audit notes.
jrhof-wp-3078,Terry Schiessler,https://jrhof.org/inductees/terry_schiessler/,https://jrhof.org/inductees/terry_schiessler/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=8; words=699; Original source files map cleanly.
jrhof-wp-3049,Don Shiverdecker,https://jrhof.org/inductees/don_shiverdecker/,https://jrhof.org/inductees/don_shiverdecker/,pending_biography,alternate_pending_review_svg,false,pending_biography,not_applicable_pending,pass,board_and_source_review_notices_visible,pass_layout,board_review_biography|restore_production_default_missing_image|human_review_before_launch|remove_public_source_notice,high,paragraphs=0; words=0; Astro uses portrait-pending.svg; production-familiar default should be restored; Review remaining source gaps and prior audit notes.
jrhof-wp-3148,Ron Sisson,https://jrhof.org/inductees/ron_sisson/,https://jrhof.org/inductees/ron_sisson/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=7; words=263; Original source files map cleanly.
jrhof-wp-3135,Lou Spector,https://jrhof.org/inductees/lou_spector/,https://jrhof.org/inductees/lou_spector/,pending_biography,alternate_pending_review_svg,false,pending_biography,not_applicable_pending,pass,board_and_source_review_notices_visible,pass_layout,board_review_biography|restore_production_default_missing_image|human_review_before_launch|remove_public_source_notice,high,paragraphs=0; words=0; Astro uses portrait-pending.svg; production-familiar default should be restored; Review remaining source gaps and prior audit notes.
jrhof-wp-2991,Stormy Stucker,https://jrhof.org/inductees/stormy_stucker/,https://jrhof.org/inductees/stormy_stucker/,pending_biography,alternate_pending_review_svg,false,pending_biography,not_applicable_pending,pass,board_and_source_review_notices_visible,pass_layout,board_review_biography|restore_production_default_missing_image|human_review_before_launch|remove_public_source_notice,high,paragraphs=0; words=0; Astro uses portrait-pending.svg; production-familiar default should be restored; Review remaining source gaps and prior audit notes.
jrhof-wp-3143,George Theodore,https://jrhof.org/inductees/george_theodore/,https://jrhof.org/inductees/george_theodore/,pending_biography,alternate_pending_review_svg,false,pending_biography,not_applicable_pending,pass,board_and_source_review_notices_visible,pass_layout,board_review_biography|restore_production_default_missing_image|human_review_before_launch|remove_public_source_notice,high,paragraphs=0; words=0; Astro uses portrait-pending.svg; production-familiar default should be restored; Review remaining source gaps and prior audit notes.
jrhof-wp-3107,Ed Tracy,https://jrhof.org/inductees/ed_tracy/,https://jrhof.org/inductees/ed_tracy/,pending_biography,alternate_pending_review_svg,false,pending_biography,not_applicable_pending,pass,board_and_source_review_notices_visible,pass_layout,board_review_biography|restore_production_default_missing_image|human_review_before_launch|remove_public_source_notice,high,paragraphs=0; words=0; Astro uses portrait-pending.svg; production-familiar default should be restored; Review remaining source gaps and prior audit notes.
jrhof-wp-2989,Dick Yates,https://jrhof.org/inductees/dick_yates/,https://jrhof.org/inductees/dick_yates/,complete_biography,verified_candidate,false,good,good,pass,source_review_notice_visible,pass_layout,remove_public_source_notice|keep_content_simplify_template,medium,paragraphs=7; words=392; Original source files map cleanly.
jrhof-wp-3146,Ken Zetner,https://jrhof.org/inductees/ken_zetner/,https://jrhof.org/inductees/ken_zetner/,pending_biography,alternate_pending_review_svg,false,pending_biography,not_applicable_pending,pass,board_and_source_review_notices_visible,pass_layout,board_review_biography|restore_production_default_missing_image|human_review_before_launch|remove_public_source_notice,high,paragraphs=0; words=0; Astro uses portrait-pending.svg; production-familiar default should be restored; Review remaining source gaps and prior audit notes.
